7954	8EAE
7955	8EB3
7956	8EB5
7957	8EB6
7958	8EBB
7959	28282
795A	8ED1
795B	8ED4
795C	484E
795D	8EF9
795E	282F3
795F	8F00
7960	8F08
7961	8F17
7962	8F2B
7963	8F40
7964	8F4A
7965	8F58
7966	2840C
7967	8FA4
7968	8FB4
7969	FA66
796A	8FB6
796B	28455
796C	8FC1
796D	8FC6
796E	FA24
796F	8FCA
7970	8FCD
7971	8FD3
7972	8FD5
7973	8FE0
7974	8FF1
7975	8FF5
7976	8FFB
7977	9002
7978	900C
7979	9037
797A	2856B
797B	9043
797C	9044
797D	905D
797E	285C8
7A21	285C9
7A22	9085
7A23	908C
7A24	9090
7A25	961D
7A26	90A1
7A27	48B5
7A28	90B0
7A29	90B6
7A2A	90C3
7A2B	90C8
7A2C	286D7
7A2D	90DC
7A2E	90DF
7A2F	286FA
7A30	90F6
7A31	90F2
7A32	9100
7A33	90EB
7A34	90FE
7A35	90FF
7A36	9104
7A37	9106
7A38	9118
7A39	911C
7A3A	911E
7A3B	9137
7A3C	9139
7A3D	913A
7A3E	9146
7A3F	9147
7A40	9157
7A41	9159
7A42	9161
7A43	9164
7A44	9174
7A45	9179
7A46	9185
7A47	918E
7A48	91A8
7A49	91AE
7A4A	91B3
7A4B	91B6
7A4C	91C3
7A4D	91C4
7A4E	91DA
7A4F	28949
7A50	28946
7A51	91EC
7A52	91EE
7A53	9201
7A54	920A
7A55	9216
7A56	9217
7A57	2896B
7A58	9233
7A59	9242
7A5A	9247
7A5B	924A
7A5C	924E
7A5D	9251
7A5E	9256
7A5F	9259
7A60	9260
7A61	9261
7A62	9265
7A63	9267
7A64	9268
7A65	28987
7A66	28988
7A67	927C
7A68	927D
7A69	927F
7A6A	9289
7A6B	928D
7A6C	9297
7A6D	9299
7A6E	929F
7A6F	92A7
7A70	92AB
7A71	289BA
7A72	289BB
7A73	92B2
7A74	92BF
7A75	92C0
7A76	92C6
7A77	92CE
7A78	92D0
7A79	92D7
7A7A	92D9
7A7B	92E5
7A7C	92E7
7A7D	9311
7A7E	28A1E
7B21	28A29
7B22	92F7
7B23	92F9
7B24	92FB
7B25	9302
7B26	930D
7B27	9315
7B28	931D
7B29	931E
7B2A	9327
7B2B	9329
7B2C	28A71
7B2D	28A43
7B2E	9347
7B2F	9351
7B30	9357
7B31	935A
7B32	936B
7B33	9371
7B34	9373
7B35	93A1
7B36	28A99
7B37	28ACD
7B38	9388
7B39	938B
7B3A	938F
7B3B	939E
7B3C	93F5
7B3D	28AE4
7B3E	28ADD
7B3F	93F1
7B40	93C1
7B41	93C7
7B42	93DC
7B43	93E2
7B44	93E7
7B45	9409
7B46	940F
7B47	9416
7B48	9417
7B49	93FB
7B4A	9432
7B4B	9434
7B4C	943B
7B4D	9445
7B4E	28BC1
7B4F	28BEF
7B50	946D
7B51	946F
7B52	9578
7B53	9579
7B54	9586
7B55	958C
7B56	958D
7B57	28D10
7B58	95AB
7B59	95B4
7B5A	28D71
7B5B	95C8
7B5C	28DFB
7B5D	28E1F
7B5E	962C
7B5F	9633
7B60	9634
7B61	28E36
7B62	963C
7B63	9641
7B64	9661
7B65	28E89
7B66	9682
7B67	28EEB
7B68	969A
7B69	28F32
7B6A	49E7
7B6B	96A9
7B6C	96AF
7B6D	96B3
7B6E	96BA
7B6F	96BD
7B70	49FA
7B71	28FF8
7B72	96D8
7B73	96DA
7B74	96DD
7B75	4A04
7B76	9714
7B77	9723
7B78	4A29
7B79	9736
7B7A	9741
7B7B	9747
7B7C	9755
7B7D	9757
7B7E	975B
7C21	976A
7C22	292A0
7C23	292B1
7C24	9796
7C25	979A
7C26	979E
7C27	97A2
7C28	97B1
7C29	97B2
7C2A	97BE
7C2B	97CC
7C2C	97D1
7C2D	97D4
7C2E	97D8
7C2F	97D9
7C30	97E1
7C31	97F1
7C32	9804
7C33	980D
7C34	980E
7C35	9814
7C36	9816
7C37	4ABC
7C38	29490
7C39	9823
7C3A	9832
7C3B	9833
7C3C	9825
7C3D	9847
7C3E	9866
7C3F	98AB
7C40	98AD
7C41	98B0
7C42	295CF
7C43	98B7
7C44	98B8
7C45	98BB
7C46	98BC
7C47	98BF
7C48	98C2
7C49	98C7
7C4A	98CB
7C4B	98E0
7C4C	2967F
7C4D	98E1
7C4E	98E3
7C4F	98E5
7C50	98EA
7C51	98F0
7C52	98F1
7C53	98F3
7C54	9908
7C55	4B3B
7C56	296F0
7C57	9916
7C58	9917
7C59	29719
7C5A	991A
7C5B	991B
7C5C	991C
7C5D	29750
7C5E	9931
7C5F	9932
7C60	9933
7C61	993A
7C62	993B
7C63	993C
7C64	9940
7C65	9941
7C66	9946
7C67	994D
7C68	994E
7C69	995C
7C6A	995F
7C6B	9960
7C6C	99A3
7C6D	99A6
7C6E	99B9
7C6F	99BD
7C70	99BF
7C71	99C3
7C72	99C9
7C73	99D4
7C74	99D9
7C75	99DE
7C76	298C6
7C77	99F0
7C78	99F9
7C79	99FC
7C7A	9A0A
7C7B	9A11
7C7C	9A16
7C7D	9A1A
7C7E	9A20
7D21	9A31
7D22	9A36
7D23	9A44
7D24	9A4C
7D25	9A58
7D26	4BC2
7D27	9AAF
7D28	4BCA
7D29	9AB7
7D2A	4BD2
7D2B	9AB9
7D2C	29A72
7D2D	9AC6
7D2E	9AD0
7D2F	9AD2
7D30	9AD5
7D31	4BE8
7D32	9ADC
7D33	9AE0
7D34	9AE5
7D35	9AE9
7D36	9B03
7D37	9B0C
7D38	9B10
7D39	9B12
7D3A	9B16
7D3B	9B1C
7D3C	9B2B
7D3D	9B33
7D3E	9B3D
7D3F	4C20
7D40	9B4B
7D41	9B63
7D42	9B65
7D43	9B6B
7D44	9B6C
7D45	9B73
7D46	9B76
7D47	9B77
7D48	9BA6
7D49	9BAC
7D4A	9BB1
7D4B	29DDB
7D4C	29E3D
7D4D	9BB2
7D4E	9BB8
7D4F	9BBE
7D50	9BC7
7D51	9BF3
7D52	9BD8
7D53	9BDD
7D54	9BE7
7D55	9BEA
7D56	9BEB
7D57	9BEF
7D58	9BEE
7D59	29E15
7D5A	9BFA
7D5B	29E8A
7D5C	9BF7
7D5D	29E49
7D5E	9C16
7D5F	9C18
7D60	9C19
7D61	9C1A
7D62	9C1D
7D63	9C22
7D64	9C27
7D65	9C29
7D66	9C2A
7D67	29EC4
7D68	9C31
7D69	9C36
7D6A	9C37
7D6B	9C45
7D6C	9C5C
7D6D	29EE9
7D6E	9C49
7D6F	9C4A
7D70	29EDB
7D71	9C54
7D72	9C58
7D73	9C5B
7D74	9C5D
7D75	9C5F
7D76	9C69
7D77	9C6A
7D78	9C6B
7D79	9C6D
7D7A	9C6E
7D7B	9C70
7D7C	9C72
7D7D	9C75
7D7E	9C7A
7E21	9CE6
7E22	9CF2
7E23	9D0B
7E24	9D02
7E25	29FCE
7E26	9D11
7E27	9D17
7E28	9D18
7E29	2A02F
7E2A	4CC4
7E2B	2A01A
7E2C	9D32
7E2D	4CD1
7E2E	9D42
7E2F	9D4A
7E30	9D5F
7E31	9D62
7E32	2A0F9
7E33	9D69
7E34	9D6B
7E35	2A082
7E36	9D73
7E37	9D76
7E38	9D77
7E39	9D7E
7E3A	9D84
7E3B	9D8D
7E3C	9D99
7E3D	9DA1
7E3E	9DBF
7E3F	9DB5
7E40	9DB9
7E41	9DBD
7E42	9DC3
7E43	9DC7
7E44	9DC9
7E45	9DD6
7E46	9DDA
7E47	9DDF
7E48	9DE0
7E49	9DE3
7E4A	9DF4
7E4B	4D07
7E4C	9E0A
7E4D	9E02
7E4E	9E0D
7E4F	9E19
7E50	9E1C
7E51	9E1D
7E52	9E7B
7E53	22218
7E54	9E80
7E55	9E85
7E56	9E9B
7E57	9EA8
7E58	2A38C
7E59	9EBD
7E5A	2A437
7E5B	9EDF
7E5C	9EE7
7E5D	9EEE
7E5E	9EFF
7E5F	9F02
7E60	4D77
7E61	9F03
7E62	9F17
7E63	9F19
7E64	9F2F
7E65	9F37
7E66	9F3A
7E67	9F3D
7E68	9F41
7E69	9F45
7E6A	9F46
7E6B	9F53
7E6C	9F55
7E6D	9F58
7E6E	2A5F1
7E6F	9F5D
7E70	2A602
7E71	9F69
7E72	2A61A
7E73	9F6D
7E74	9F70
7E75	9F75
7E76	2A6B2
